0 0 -0
0.1 0.01 0.2
0.2 0.04 0.4
0.3 0.09 0.6
0.4 0.16 0.8
0.5 0.25 1
0.6 0.36 1.2
0.7 0.49 1.4
0.8 0.64 1.6
0.9 0.81 1.8
1 1 2
1.1 1.21 2.2
1.2 1.44 2.4
1.3 1.69 2.6
1.4 1.96 2.8
1.5 2.25 3
1.6 2.56 3.2
1.7 2.89 3.4
1.8 3.24 3.6
1.9 3.61 3.8
2 4 4
2.1 4.41 4.2
2.2 4.84 4.4
2.3 5.29 4.6
2.4 5.76 4.8
2.5 6.25 5
2.6 6.76 5.2
2.7 7.29 5.4
2.8 7.84 5.6
2.9 8.41 5.8
3 9 6
3.1 9.61 6.2
3.2 10.24 6.4
3.3 10.89 6.6
3.4 11.56 6.8
3.5 12.25 7
3.6 12.96 7.2
3.7 13.69 7.4
3.8 14.44 7.6
3.9 15.21 7.8
4 16 8
4.1 16.81 8.2
4.2 17.64 8.4
4.3 18.49 8.6
4.4 19.36 8.8
4.5 20.25 9
4.6 21.16 9.2
4.7 22.09 9.4
4.8 23.04 9.6
4.9 24.01 9.8
5 25 10
5.1 26.01 10.2
5.2 27.04 10.4
5.3 28.09 10.6
5.4 29.16 10.8
5.5 30.25 11
5.6 31.36 11.2
5.7 32.49 11.4
5.8 33.64 11.6
5.9 34.81 11.8
6 36 12
6.1 37.21 12.2
6.2 38.44 12.4
6.3 39.69 12.6
6.4 40.96 12.8
6.5 42.25 13
6.6 43.56 13.2
6.7 44.89 13.4
6.8 46.24 13.6
6.9 47.61 13.8
7 49 14
7.1 50.41 14.2
7.2 51.84 14.4
7.3 53.29 14.6
7.4 54.76 14.8
7.5 56.25 15
7.6 57.76 15.2
7.7 59.29 15.4
7.8 60.84 15.6
7.9 62.41 15.8
8 64 16
8.1 65.61 16.2
8.2 67.24 16.4
8.3 68.89 16.6
8.4 70.56 16.8
8.5 72.25 17
8.6 73.96 17.2
8.7 75.69 17.4
8.8 77.44 17.6
8.9 79.21 17.8
9 81 18
9.1 82.81 18.2
9.2 84.64 18.4
9.3 86.49 18.6
9.4 88.36 18.8
9.5 90.25 19
9.6 92.16 19.2
9.7 94.09 19.4
9.8 96.04 19.6
9.9 98.01 19.8
